author,title,sentence,sentence_nr,words,kind
"Twain, Mark",The Tragedy of Pudd'nhead Wilson,Would any of us have remained there,20473,Maine,location
"Twain, Mark",The Tragedy of Pudd'nhead Wilson,Comparisons were made all over the houseeven the judge and jury were absorbed in this curious work,20503,Paris,location
"Twain, Mark",The Tragedy of Pudd'nhead Wilson,He waited yet one two three moments to let his pause complete and perfect its spell upon the house then when through the profound hush he could hear the ticking of the clock on the wall he put out his hand and took the Indian knife by the blade and held it aloft where all could see the sinister spots upon its ivory handle then he said in a level and passionless voice Upon this haft stands the as,20514,India,location
"Twain, Mark",The Tragedy of Pudd'nhead Wilson,One juryman after another took the cardboard and the glass and made the comparison,20563,Paris,location
"Twain, Mark",The Tragedy of Pudd'nhead Wilson,The comparison began,20570,Paris,location
"Twain, Mark",The Tragedy of Pudd'nhead Wilson,It was wonderful to find      America but it would have been more wonderful to miss it,20614,America,location
"Twain, Mark",The Tragedy of Pudd'nhead Wilson,But they were weary of Western adventure and straightway retired to Europe,20623,Europe,location
"Twain, Mark",The Tragedy of Pudd'nhead Wilson,I carried the manuscript back and forth across the Atlantic two or three times and read it and studied over it on shipboard and at last I saw where the difficulty lay,20658,Atlantic,location
"Twain, Mark",The Prince and the Pauper,To London,20757,London,location
"Twain, Mark",The Prince and the Pauper,WHAT KING TWO WOMEN CHAINED TO POSTS TORN AWAY BY THE OFFICERS THE KING WAS FURIOUS THE SACRIFICE HE CONFRONTED THE OFFICER IN CHARGE WHILE THE LASH WAS APPLIED SIR HUGH SPURRED AWAY TO LONDON MOUNTED AND RODE OFF WITH THE KING MIDST OF A JAM OF HOWLING PEOPLE TOMS PROGRESS TO KISS HIS HAND AT PARTING COMMANDED HER TO GO TO HER CLOSET THE RECOGNITION PROCESSION THE START FOR THE TOWER WELCOME O KING A LARGESS,20773,London,location
"Twain, Mark",The Prince and the Pauper,In the ancient city of London on a certain autumn day in the second quarter of the sixteenth century a boy was born to a poor family of the name of Canty who did not want him,20776,London,location
"Twain, Mark",The Prince and the Pauper,All England wanted him too,20778,England,location
"Twain, Mark",The Prince and the Pauper,England had so longed for him and hoped for him and prayed God for him that now that he was really come the people went nearly mad for joy,20779,England,location
"Twain, Mark",The Prince and the Pauper,By day London was a sight to see with gay banners waving from every balcony and housetop and splendid pageants marching along,20782,London,location
"Twain, Mark",The Prince and the Pauper,There was no talk in all England but of the new baby Edward Tudor Prince of Wales who lay lapped in silks and satins unconscious of all this fuss and not knowing that great lords and ladies were tending him and watching over himand not caring either,20784,England,location
"Twain, Mark",The Prince and the Pauper,London was fifteen hundred years old and was a great townfor that day,20789,London,location
"Twain, Mark",The Prince and the Pauper,The streets were very narrow and crooked and dirty especially in the part where Tom Canty lived which was not far from London Bridge,20791,London,location
"Twain, Mark",The Prince and the Pauper,Tom could always find something going on around the Maypole in Cheapside and at the fairs and now and then he and the rest of London had a chance to see a military parade when some famous unfortunate was carried prisoner to the Tower by land or boat,20827,London,location
"Twain, Mark",The Prince and the Pauper,One summers day he saw poor Anne Askew and three men burned at the stake in Smithfield and heard an exBishop preach a sermon to them which did not interest him,20828,Smithfield,location
"Twain, Mark",The Prince and the Pauper,He stopped and considered a moment then fell into his imaginings again and passed on outside the walls of London,20857,London,location
"Twain, Mark",The Prince and the Pauper,The next instant one of the soldiers snatched him rudely away and sent him spinning among the gaping crowd of country gawks and London idlers,20875,London,location
"Twain, Mark",The Prince and the Pauper,He was within the city of Londonthat was all he knew,20983,London,location
"Twain, Mark",The Prince and the Pauper,Ho there Lion ho Fangs Then followed such a thing as England had never seen beforethe sacred person of the heir to the throne rudely buffeted by plebeian hands and set upon and torn by dogs,21011,England,location
"Twain, Mark",The Prince and the Pauper,The houseless prince the homeless heir to the throne of England still moved on drifting deeper into the maze of squalid alleys where the swarming hives of poverty and misery were massed together,21020,England,location
"Twain, Mark",The Prince and the Pauper,Tom was assisted to his feet and approached the Majesty of England humble and trembling,21086,England,location
"Twain, Mark",The Prince and the Pauper,He raised himself higher still and went on with energy He is mad but he is my son and Englands heir and mad or sane still shall he reign,21131,England,location
"Twain, Mark",The Prince and the Pauper,One of the nobles knelt at the royal couch and said The Kings majesty knoweth that the Hereditary Great Marshal of England lieth attainted in the Tower,21141,England,location
"Twain, Mark",The Prince and the Pauper,He begged them to be seated also but they only bowed their thanks or murmured them and remained standing,21170,Maine,location
"Twain, Mark",The Prince and the Pauper,To wit that he shall deny to none that he is the true prince and heir to Englands greatness that he shall uphold his princely dignity and shall receive without word or sign of protest that reverence and observance which unto it do appertain of right and ancient usage that he shall cease to speak to any of that lowly birth and life his malady hath conjured out of the unwholesome imaginings of oerwrought fancy that he shall strive with diligence to bring unto his memory again those faces which he was wont to knowand where he faileth he shall hold his peace neither betraying by semblance of surprise or other sign that he hath forgot that upon occasions of state whensoever any matter shall perplex him as to the thing he should do or the utterance he should make he shall show nought of unrest to the curious that look on but take advice in that matter of the Lord Hertford or my humble self which are commanded of the King to be upon this service and close at call till this commandment be dissolved,21177,England,location
"Twain, Mark",The Prince and the Pauper,Once the little Lady Jane turned to Tom and dismayed him with this question Hast paid thy duty to the Queens majesty today my lord Tom hesitated looked distressed and was about to stammer out something at hazard when Lord St John took the word and answered for him with the easy grace of a courtier accustomed to encounter delicate difficulties and to be ready for them He hath indeed madam and she did greatly hearten him as touching his majestys condition is it not so your highness,21200,Queens,location
"Twain, Mark",The Prince and the Pauper,God protect England since she will need it,21239,England,location
"Twain, Mark",The Prince and the Pauper,A chaplain said grace and Tom was about to fall to for hunger had long been constitutional with him but was interrupted by my lord the Earl of Berkeley who fastened a napkin about his neck for the great post of Diaperers to the Prince of Wales was hereditary in this noblemans family,21283,Berkeley,location
"Twain, Mark",The Prince and the Pauper,Tom examined the turnips and the lettuce with interest and asked what they were and if they were to be eaten for it was only recently that men had begun to raise these things in England in place of importing them as luxuries from Holland,21297,England,location
"Twain, Mark",The Prince and the Pauper,The poor Chancellor was not long in removing himself from this dangerous vicinity nor did the commission waste time in giving the royal assent to the work of the slavish Parliament and appointing the morrow for the beheading of the premier peer of England the luckless Duke of Norfolk,21377,England,location
"Twain, Mark",The Prince and the Pauper,They were followed by an officer bearing the civic mace after whom came another carrying the citys sword then several sergeants of the city guard in their full accoutrements and with badges on their sleeves then the Garter Kingatarms in his tabard then several Knights of the Bath each with a white lace on his sleeve then their esquires then the judges in their robes of scarlet and coifs then the Lord High Chancellor of England in a robe of scarlet open before and purfled with minever then a deputation of aldermen in their scarlet cloaks and then the heads of the different civic companies in their robes of state,21398,England,location
"Twain, Mark",The Prince and the Pauper,O Tom Canty born in a hovel bred in the gutters of London familiar with rags and dirt and misery what a spectacle is this,21409,London,location
"Twain, Mark",The Prince and the Pauper,He growled these words to the rest of the family If it so chance that we be separated let each make for London Bridge whoso findeth himself as far as the last linendrapers shop on the bridge let him tarry there till the others be come then will we flee into Southwark together,21540,London,location
"Twain, Mark",The Prince and the Pauper,There was a line of bonfires stretching as far as one could see up and down the Thames London Bridge was illuminated Southwark Bridge likewise the entire river was aglow with the flash and sheen of coloured lights and constant explosions of fireworks filled the skies with an intricate commingling of shooting splendours and a thick rain of dazzling sparks that almost turned night into day everywhere were crowds of revellers all London seemed to be at large,21542,London,location
"Twain, Mark",The Prince and the Pauper,In another moment he could not have been harder to find under that tossing sea of life if its billows had been the Atlantics and he a lost sixpence,21558,Atlantic,location
"Twain, Mark",The Prince and the Pauper,Arrived at the Dowgate the fleet was towed up the limpid Walbrook whose channel has now been for two centuries buried out of sight under acres of buildings to Bucklersbury past houses and under bridges populous with merrymakers and brilliantly lighted and at last came to a halt in a basin where now is Barge Yard in the centre of the ancient city of London,21571,London,location
"Twain, Mark",The Prince and the Pauper,Next came yet another baron and another earl in two long gowns of yellow satin traversed with white satin and in every bend of white was a bend of crimson satin after the fashion of Russia with furred hats of gray on their heads either of them having an hatchet in their hands and boots with pykes points a foot long turned up,21584,Russia,location
"Twain, Mark",The Prince and the Pauper,These were appareled after the fashion of Prussia,21586,Russia,location
"Twain, Mark",The Prince and the Pauper,The great assemblage bent their heads upon their breasts with one accord remained so in profound silence a few moments then all sank upon their knees in a body stretched out their hands toward Tom and a mighty shout burst forth that seemed to shake the building Long live the King Poor Toms dazed eyes wandered abroad over this stupefying spectacle and finally rested dreamily upon the kneeling princesses beside him a moment then upon the Earl of Hertford,21616,Maine,location
"Twain, Mark",The Prince and the Pauper,In thy person bides the majesty of England,21620,England,location
"Twain, Mark",The Prince and the Pauper,Long live Edward King of England CHAPTER XII,21626,England,location
"Twain, Mark",The Prince and the Pauper,Their way was unobstructed until they approached London Bridge then they ploughed into the multitude again Hendon keeping a fast grip upon the Princesno the Kingswrist,21629,London,location
"Twain, Mark",The Prince and the Pauper,It looked upon the two neighbours which it linked togetherLondon and Southwarkas being well enough as suburbs but not otherwise particularly important,21639,London,location
"Twain, Mark",The Prince and the Pauper,Children were born on the Bridge were reared there grew to old age and finally died without ever having set a foot upon any part of the world but London Bridge alone,21643,London,location
"Twain, Mark",The Prince and the Pauper,When he was worn out with it at last he fled back to his old home a lean and haggard spectre and fell peacefully to rest and pleasant dreams under the lulling music of the lashing waters and the boom and crash and thunder of London Bridge,21649,London,location
"Twain, Mark",The Prince and the Pauper,Three years of banishment from home and England might make a soldier and a man of me my father said and teach me some degree of wisdom,21732,England,location
"Twain, Mark",The Prince and the Pauper,Near four hundred years ago as your grace knoweth there being ill blood betwixt John King of England and the King of France it was decreed that two champions should fight together in the lists and so settle the dispute by what is called the arbitrament of God,21753,England,location
"Twain, Mark",The Prince and the Pauper,Near four hundred years ago as your grace knoweth there being ill blood betwixt John King of England and the King of France it was decreed that two champions should fight together in the lists and so settle the dispute by what is called the arbitrament of God,21753,France,location
"Twain, Mark",The Prince and the Pauper,Now in the Tower lay the Lord de Courcy the mightiest arm in England stripped of his honours and possessions and wasting with long captivity,21756,England,location
"Twain, Mark",The Prince and the Pauper,King John restored De Courcys titles and possessions and said Name thy wish and thou shalt have it though it cost me half my kingdom whereat De Courcy kneeling as I do now made answer This then I ask my liege that I and my successors may have and hold the privilege of remaining covered in the presence of the kings of England henceforth while the throne shall last,21758,England,location
"Twain, Mark",The Prince and the Pauper,3 Invoking this precedent in aid of my prayer I beseech the King to grant to me but this one grace and privilegeto my more than sufficient rewardand none other to wit  that I and my heirs for ever may  sit  in the presence of the Majesty of England Rise Sir Miles Hendon Knight said the King gravelygiving the accolade with Hendons swordrise and seat thyself,21760,England,location
"Twain, Mark",The Prince and the Pauper,Whilst England remains and the crown continues the privilege shall not lapse,21762,England,location
"Twain, Mark",The Prince and the Pauper,In sooth yesternight wert thou the Prince of Wales today art thou my most gracious liege Edward King of England,21854,England,location
"Twain, Mark",The Prince and the Pauper,In the beginning a shirt was taken up by the Chief Equerry in Waiting who passed it to the First Lord of the Buckhounds who passed it to the Second Gentleman of the Bedchamber who passed it to the Head Ranger of Windsor Forest who passed it to the Third Groom of the Stole who passed it to the Chancellor Royal of the Duchy of Lancaster who passed it to the Master of the Wardrobe who passed it to Norroy KingatArms who passed it to the Constable of the Tower who passed it to the Chief Steward of the Household who passed it to the Hereditary Grand Diaperer who passed it to the Lord High Admiral of England who passed it to the Archbishop of Canterbury who passed it to the First Lord of the Bedchamber who took what was left of it and put it on Tom,21876,England,location
"Twain, Mark",The Prince and the Pauper,In the beginning a shirt was taken up by the Chief Equerry in Waiting who passed it to the First Lord of the Buckhounds who passed it to the Second Gentleman of the Bedchamber who passed it to the Head Ranger of Windsor Forest who passed it to the Third Groom of the Stole who passed it to the Chancellor Royal of the Duchy of Lancaster who passed it to the Master of the Wardrobe who passed it to Norroy KingatArms who passed it to the Constable of the Tower who passed it to the Chief Steward of the Household who passed it to the Hereditary Grand Diaperer who passed it to the Lord High Admiral of England who passed it to the Archbishop of Canterbury who passed it to the First Lord of the Bedchamber who took what was left of it and put it on Tom,21876,Windsor Forest,location
"Twain, Mark",The Prince and the Pauper,In the beginning a shirt was taken up by the Chief Equerry in Waiting who passed it to the First Lord of the Buckhounds who passed it to the Second Gentleman of the Bedchamber who passed it to the Head Ranger of Windsor Forest who passed it to the Third Groom of the Stole who passed it to the Chancellor Royal of the Duchy of Lancaster who passed it to the Master of the Wardrobe who passed it to Norroy KingatArms who passed it to the Constable of the Tower who passed it to the Chief Steward of the Household who passed it to the Hereditary Grand Diaperer who passed it to the Lord High Admiral of England who passed it to the Archbishop of Canterbury who passed it to the First Lord of the Bedchamber who took what was left of it and put it on Tom,21876,Canterbury,location
"Twain, Mark",The Prince and the Pauper,In the beginning a shirt was taken up by the Chief Equerry in Waiting who passed it to the First Lord of the Buckhounds who passed it to the Second Gentleman of the Bedchamber who passed it to the Head Ranger of Windsor Forest who passed it to the Third Groom of the Stole who passed it to the Chancellor Royal of the Duchy of Lancaster who passed it to the Master of the Wardrobe who passed it to Norroy KingatArms who passed it to the Constable of the Tower who passed it to the Chief Steward of the Household who passed it to the Hereditary Grand Diaperer who passed it to the Lord High Admiral of England who passed it to the Archbishop of Canterbury who passed it to the First Lord of the Bedchamber who took what was left of it and put it on Tom,21876,Windsor,location
"Twain, Mark",The Prince and the Pauper,is face and he hurriedly hustled the things back into the hands of the Archbishop of Canterbury with an astounded look and a whispered See my lord pointing to a something connected with the hose,21881,Canterbury,location
"Twain, Mark",The Prince and the Pauper,The hose drifted backward along the line to the Chief Steward of the Household the Constable of the Tower Norroy KingatArms the Master of the Wardrobe the Chancellor Royal of the Duchy of Lancaster the Third Groom of the Stole the Head Ranger of Windsor Forest the Second Gentleman of the Bedchamber the First Lord of the Buckhoundsaccompanied always with that amazed and frightened See seetill they finally reached the hands of the Chief Equerry in Waiting who gazed a moment with a pallid face upon what had caused all this dismay then hoarsely whispered Body of my life a tag gone from a trusspointto the Tower with the Head Keeper of the Kings Hoseafter which he leaned upon the shoulder of the First Lord of the Buckhounds to regather his vanished strength whilst fresh hose without any damaged strings to them were brought,21884,Windsor Forest,location
"Twain, Mark",The Prince and the Pauper,The hose drifted backward along the line to the Chief Steward of the Household the Constable of the Tower Norroy KingatArms the Master of the Wardrobe the Chancellor Royal of the Duchy of Lancaster the Third Groom of the Stole the Head Ranger of Windsor Forest the Second Gentleman of the Bedchamber the First Lord of the Buckhoundsaccompanied always with that amazed and frightened See seetill they finally reached the hands of the Chief Equerry in Waiting who gazed a moment with a pallid face upon what had caused all this dismay then hoarsely whispered Body of my life a tag gone from a trusspointto the Tower with the Head Keeper of the Kings Hoseafter which he leaned upon the shoulder of the First Lord of the Buckhounds to regather his vanished strength whilst fresh hose without any damaged strings to them were brought,21884,Windsor,location
"Twain, Mark",The Prince and the Pauper,The Archbishop of Canterbury made report of the decree of the Council of Executors concerning the obsequies of his late most illustrious Majesty and finished by reading the signatures of the Executors to wit  the Archbishop of Canterbury the Lord Chancellor of England William Lord St John John Lord Russell Edward Earl of Hertford John Viscount Lisle Cuthbert Bishop of Durham Tom was not listeningan earlier clause of the document was puzzling him,21892,England,location
"Twain, Mark",The Prince and the Pauper,The Archbishop of Canterbury made report of the decree of the Council of Executors concerning the obsequies of his late most illustrious Majesty and finished by reading the signatures of the Executors to wit  the Archbishop of Canterbury the Lord Chancellor of England William Lord St John John Lord Russell Edward Earl of Hertford John Viscount Lisle Cuthbert Bishop of Durham Tom was not listeningan earlier clause of the document was puzzling him,21892,Canterbury,location
"Twain, Mark",The Prince and the Pauper,They come to testify their royal masters sense of the heavy calamity which hath visited your Grace and the realm of England,21900,England,location
"Twain, Mark",The Prince and the Pauper,Then he struck the boy a light blow on the shoulder with the flat of his sword exclaiming Rise Humphrey Marlow Hereditary Grand WhippingBoy to the Royal House of England,21973,England,location
"Twain, Mark",The Prince and the Pauper,At the end of an hour Tom found himself well freighted with very valuable information concerning personages and matters pertaining to the Court so he resolved to draw instruction from this source daily and to this end he would give order to admit Humphrey to the royal closet whenever he might come provided the Majesty of England was not engaged with other people,21980,England,location
"Twain, Mark",The Prince and the Pauper,The results were happy here and there in spotsspots where Humphreys tracks remainedand on the whole my lord was greatly pleased and encouraged,21986,Maine,location
"Twain, Mark",The Prince and the Pauper,The civil officer knelt before Tom then stood aside the three doomed persons knelt also and remained so the guard took position behind Toms chair,22031,Maine,location
"Twain, Mark",The Prince and the Pauper,I have not forgot the day neither the hour by reason that an hour after upon the stroke of eleven I did get a hiding by the hand of Gammer Canty which was of so goodly and admired severity that all that went before or followed after it were but fondlings and caresses by comparison,22038,Paris,location
"Twain, Mark",The Prince and the Pauper,In Germany coiners be boiled to death in  oil not cast in of a sudden but by a rope let down into the oil by degrees and slowly first the feet then the legs then O prithee no more my lord I cannot bear it,22059,Germany,location
"Twain, Mark",The Prince and the Pauper,If the Kings grace please it did appear upon the trial that this man entered into a house in the hamlet of Islington where one lay sickthree witnesses say it was at ten of the clock in the morning and two say it was some minutes laterthe sick man being alone at the time and sleepingand presently the man came forth again and went his way,22068,Islington,location
"Twain, Mark",The Prince and the Pauper,I have no friends else might I show that I was not in Islington that day so also might I show that at that hour they name I was above a league away seeing I was at Wapping Old Stairs yea more my King for I could show that whilst they say I was  taking  life I was  saving  it,22084,Islington,location
"Twain, Mark",The Prince and the Pauper,By the law of England may a child enter into covenant and sell itself my lord asked Tom turning to a learned judge,22123,England,location
"Twain, Mark",The Prince and the Pauper,The pageant broke up and grouped itself picturesquely and remained bareheaded,22180,Maine,location
"Twain, Mark",The Prince and the Pauper,Now to the sound of gay music the Yeomen of the Guard enteredthe tallest and mightiest men in England they being carefully selected in this regardbut we will let the chronicler tell about it The Yeomen of the Guard entered bareheaded clothed in scarlet with golden roses upon their backs and these went and came bringing in each turn a course of dishes served in plate,22181,England,location
"Twain, Mark",The Prince and the Pauper,As he lay thinking and planning he presently began to reason thus  The boy would escape from the ruffian his reputed father if possible would he go back to London and seek his former haunts,22194,London,location
"Twain, Mark",The Prince and the Pauper,Never having had a friend in the world or a protector until he met Miles Hendon he would naturally try to find that friend again provided the effort did not require him to go toward London and danger,22197,London,location
"Twain, Mark",The Prince and the Pauper,These were the inspiring words Bien Darkmans then Bouse Mort and Ken The bien Coves bings awast On Chates to trine by Rome Coves dine For his long lib at last,22267,Rome,location
"Twain, Mark",The Prince and the Pauper,Bingd out bien Morts and toure and toure Bing out of the Rome vile bine And toure the Cove that cloyd your duds Upon the Chates to trine,22268,Rome,location
"Twain, Mark",The Prince and the Pauper,London 1665,22270,London,location
"Twain, Mark",The Prince and the Pauper,He answered London is better than the country and safer these late years the laws be so bitter and so diligently enforced,22276,London,location
"Twain, Mark",The Prince and the Pauper,These stood up and stripped away some of their rags exposing their backs crisscrossed with ropy old welts left by the lash one turned up his hair and showed the place where a left ear had once been another showed a brand upon his shoulderthe letter Vand a mutilated ear the third said I am Yokel once a farmer and prosperous with loving wife and kidsnow am I somewhat different in estate and calling and the wife and kids are gone mayhap they are in heaven mayhap inin the other placebut the kindly God be thanked they bide no more in  England ,22306,England,location
"Twain, Mark",The Prince and the Pauper,I begged from house to houseI and the wifebearing with us the hungry kidsbut it was crime to be hungry in Englandso they stripped us and lashed us through three towns,22310,England,location
"Twain, Mark",The Prince and the Pauper,The boy stood unconfused in the midst of all those surprised and questioning eyes and answered with princely dignity I am Edward King of England,22325,England,location
"Twain, Mark",The Prince and the Pauper,Nowall together  Long live Edward King of England LONG LIVE EDWARD KING OF ENGLAND,22340,England,location
"Twain, Mark",The Prince and the Pauper,Hast thou not begged the streets of London all thy life I  Thou idiot Spare thy complimentsthy stock will last the longer,22384,London,location
"Twain, Mark",The Prince and the Pauper,He also noted the position of a pile of horse blankets midway of the route with the intent to levy upon them for the service of the crown of England for one night,22450,England,location
"Twain, Mark",The Prince and the Pauper,The distant dogs howled the melancholy kine complained and the winds went on raging whilst furious sheets of rain drove along the roof but the Majesty of England slept on undisturbed and the calf did the same it being a simple creature and not easily troubled by storms or embarrassed by sleeping with a king,22490,England,location
"Twain, Mark",The Prince and the Pauper,The children gave a little start and their eyes spread themselves wide open and remained so during a speechless half minute,22509,Maine,location
"Twain, Mark",The Prince and the Pauper,What King The King of England,22511,England,location
"Twain, Mark",The Prince and the Pauper,What King Of England,22642,England,location
"Twain, Mark",The Prince and the Pauper,Of England,22643,England,location
"Twain, Mark",The Prince and the Pauper,His frantic and lubberly prenticework found but a poor market for itself when pitted against an arm which had been trained by the first masters of Europe in singlestick quarterstaff and every art and trick of swordsmanship,22778,Europe,location
"Twain, Mark",The Prince and the Pauper,But there was for about this time the slave who had made the speech denouncing Englands laws appeared on the scene and put an end to the enterprise and stripped off the poultice and bandage,22801,England,location
"Twain, Mark",The Prince and the Pauper,Thou art right say no more thou shalt see that whatsoever the King of England requires a subject to suffer under the law he will himself suffer while he holdeth the station of a subject,22841,England,location
"Twain, Mark",The Prince and the Pauper,The bundle was now unrolled and when the contents proved to be a plump little dressed pig the judge looked troubled whilst Hendon turned pale and his body was thrilled with an electric shiver of dismay but the King remained unmoved protected by his ignorance,22843,Maine,location
"Twain, Mark",The Prince and the Pauper,None remained but the two officials the accused the accuser and Miles Hendon,22848,Maine,location
"Twain, Mark",The Prince and the Pauper,The King was warm and comfortable now for he had cast his rags and clothed himself in the secondhand suit which Hendon had bought on London Bridge,22927,London,location
"Twain, Mark",The Prince and the Pauper,I am no impostorshe will say it you shall hear it from the sweetest lips in England,23009,England,location
"Twain, Mark",The Prince and the Pauper,She stood still during an impressive pause of several moments then slowly lifted up her head and looked into Hendons eyes with a stony and frightened gaze the blood sank out of her face drop by drop till nothing remained but the grey pallor of death then she said in a voice as dead as the face I know him not and turned with a moan and a stifled sob and tottered out of the room,23023,Maine,location
"Twain, Mark",The Prince and the Pauper,But I have a plan that shall right us bothI will write a paper in three tonguesLatin Greek and Englishand thou shalt haste away with it to London in the morning,23065,London,location
"Twain, Mark",The Prince and the Pauper,Hendon gave him a sign and he did not pursue his question but went on with his budget The late King is to be buried at Windsor in a day or twothe 16th of the monthand the new King will be crowned at Westminster the 20th,23188,Windsor,location
"Twain, Mark",The Prince and the Pauper,Yea and a dear and gracious little urchin is he too and whether he be mad or noand they say he mendeth dailyhis praises are on all mens lips and all bless him likewise and offer prayers that he may be spared to reign long in England for he began humanely with saving the old Duke of Norfolks life and now is he bent on destroying the cruellest of the laws that harry and oppress the people,23205,England,location
"Twain, Mark",The Prince and the Pauper,His impatience to get to London grew hourly and his captivity became almost unendurable,23212,London,location
"Twain, Mark",The Prince and the Pauper,To think that such as these should know the lashin England,23244,England,location
"Twain, Mark",The Prince and the Pauper,Ay theres the shame of itnot in Heathennesse Christian England,23245,England,location
"Twain, Mark",The Prince and the Pauper,Lately he had repeated his offence and in consequence was now under sentence to lose  what remained of his ears  ,23277,Maine,location
"Twain, Mark",The Prince and the Pauper,There sat his poor henchman in the degrading stocks the sport and butt of a dirty mobhe the body servant of the King of England  Edward had heard the sentence pronounced but he had not realised the half that it meant,23295,England,location
"Twain, Mark",The Prince and the Pauper,This together with his redeeming the boy by taking his stripes for him compelled the respect of even that forlorn and degraded mob that was gathered there and its gibes and hootings died away and no sound remained but the sound of the falling blows,23320,Maine,location
"Twain, Mark",The Prince and the Pauper,He picked up the scourge from the ground touched Hendons bleeding shoulders lightly with it and whispered Edward of England dubs thee Earl Hendon was touched,23323,England,location
"Twain, Mark",The Prince and the Pauper,And so remained nobody went so far as to venture a remark in favour of the prisoner or in compliment to him but no matterthe absence of abuse was a sufficient homage in itself,23332,Maine,location
"Twain, Mark",The Prince and the Pauper,To London,23335,London,location
"Twain, Mark",The Prince and the Pauper,Thy commands my liege To London Hendon moved on again mightily contented with the answerbut astounded at it too,23361,London,location
"Twain, Mark",The Prince and the Pauper,About ten oclock on the night of the 19th of February they stepped upon London Bridge in the midst of a writhing struggling jam of howling and hurrahing people whose beerjolly faces stood out strongly in the glare from manifold torchesand at that instant the decaying head of some former duke or other grandee tumbled down between them striking Hendon on the elbow and then bounding off among the hurrying confusion of feet,23364,London,location
"Twain, Mark",The Prince and the Pauper,He remained kind and gentle and a sturdy and determined champion of all that were oppressed and he made tireless war upon unjust laws  yet upon occasion being offended he could turn upon an earl or even a duke and give him a look that would make him tremble,23388,Maine,location
"Twain, Mark",The Prince and the Pauper,At midnight of the 19th of February Tom Canty was sinking to sleep in his rich bed in the palace guarded by his loyal vassals and surrounded by the pomps of royalty a happy boy for tomorrow was the day appointed for his solemn crowning as King of England,23397,England,location
"Twain, Mark",The Prince and the Pauper,At that same hour Edward the true king hungry and thirsty soiled and draggled worn with travel and clothed in rags and shredshis share of the results of the riotwas wedged in among a crowd of people who were watching with deep interest certain hurrying gangs of workmen who streamed in and out of Westminster Abbey busy as ants  they were making the last preparation for the royal coronation,23398,Westminster Abbey,location
"Twain, Mark",The Prince and the Pauper,Presently Tom found himself once more the chief figure in a wonderful floating pageant on the Thames for by ancient custom the recognition procession through London must start from the Tower and he was bound thither,23403,London,location
"Twain, Mark",The Prince and the Pauper,Tom Canty splendidly arrayed mounted a prancing warsteed whose rich trappings almost reached to the ground his uncle the Lord Protector Somerset similarly mounted took place in his rear the Kings Guard formed in single ranks on either side clad in burnished armour after the Protector followed a seemingly interminable procession of resplendent nobles attended by their vassals after these came the lord mayor and the aldermanic body in crimson velvet robes and with their gold chains across their breasts and after these the officers and members of all the guilds of London in rich raiment and bearing the showy banners of the several corporations,23405,London,location
"Twain, Mark",The Prince and the Pauper,Also in the procession as a special guard of honour through the city was the Ancient and Honourable Artillery Companyan organisation already three hundred years old at that time and the only military body in England possessing the privilege which it still possesses in our day of holding itself independent of the commands of Parliament,23406,England,location
"Twain, Mark",The Prince and the Pauper,Long live Edward of England,23451,England,location
"Twain, Mark",The Prince and the Pauper,Let us go backward a few hours and place ourselves in Westminster Abbey at four oclock in the morning of this memorable Coronation Day,23475,Westminster Abbey,location
"Twain, Mark",The Prince and the Pauper,Yes London and Westminster have been astir ever since the warning guns boomed at three oclock and already crowds of untitled rich folk who have bought the privilege of trying to find sittingroom in the galleries are flocking in at the entrances reserved for their sort,23477,London,location
"Twain, Mark",The Prince and the Pauper,We have in view the whole of the great north transeptempty and waiting for Englands privileged ones,23482,England,location
"Twain, Mark",The Prince and the Pauper,The Archbishop of Canterbury lifted up the crown of England from its cushion and held it out over the trembling mockKings head,23513,England,location
"Twain, Mark",The Prince and the Pauper,The Archbishop of Canterbury lifted up the crown of England from its cushion and held it out over the trembling mockKings head,23513,Canterbury,location
"Twain, Mark",The Prince and the Pauper,He raised his hand with a solemnity which ill comported with his soiled and sorry aspect and delivered this note of warning I forbid you to set the crown of England upon that forfeited head,23518,England,location
"Twain, Mark",The Prince and the Pauper,Little things trifles slip out of ones ken and one does not think it matter for surprise but how so bulky a thing as the Seal of England can vanish away and no man be able to get track of it againa massy golden disk Tom Canty with beaming eyes sprang forward and shouted Hold that is enough,23575,England,location
"Twain, Mark",The Prince and the Pauper,He that stands therethe rightful King of England,23582,England,location
"Twain, Mark",The Prince and the Pauper,Go my good St Johnin an armpiece of the Milanese armour that hangs on the wall thoult find the Seal Right my King right cried Tom Canty  Now  the sceptre of England is thine own and it were better for him that would dispute it that he had been born dumb,23603,England,location
"Twain, Mark",The Prince and the Pauper,Go my good St Johnin an armpiece of the Milanese armour that hangs on the wall thoult find the Seal Right my King right cried Tom Canty  Now  the sceptre of England is thine own and it were better for him that would dispute it that he had been born dumb,23603,Milan,location
"Twain, Mark",The Prince and the Pauper,For five minutes the air quaked with shouts and the crash of musical instruments and was white with a storm of waving handkerchiefs and through it all a ragged lad the most conspicuous figure in England stood flushed and happy and proud in the centre of the spacious platform with the great vassals of the kingdom kneeling around him,23610,England,location
"Twain, Mark",The Prince and the Pauper,How used you the Great Seal of England Tom stammered a moment in a pathetic confusion then got it out To crack nuts with Poor child the avalanche of laughter that greeted this nearly swept him off his feet,23626,England,location
